"altura_tot","diametro","inclinacio","nombre_com"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
22,34,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
21,32,0,"Eucalipto"
